"ID","AI_REASON","AMOUNT","CATEGORY","DESCRIPTION","RISK_SCORE","STATUS","TIMESTAMP","USER_ID"
"459","Unusual nighttime hour, not for automatic renewal","10.99","Subscriptions","Apple Music","0.1","CONFIRMED","2026-05-10 03:00:29.318003","99"
"460","Unusual nighttime hour","407.0","Clothes","Hollister","0.15","REJECTED","2026-05-10 03:20:29.320022","54"
"461","Unusual nighttime hour","117.0","Shopping","IKEA Furniture","0.15","REJECTED","2026-05-10 03:40:29.322018","33"
"462","Unusual nighttime hour","127.0","Entertainment","Bowling Alley","0.15","REJECTED","2026-05-10 04:00:29.323531","91"
"463","Unusual nighttime hour","146.0","Health","Yoga Class","0.15","REJECTED","2026-05-10 04:20:29.327236","75"
"464","Unusual nighttime hour","278.0","Health","Dental Checkup","0.15","REJECTED","2026-05-10 04:40:29.330658","94"
"465","Anomaly amount; Unusual nighttime hour","427.0","Shopping","Toy Store","0.65","REJECTED","2026-05-10 05:00:29.332658","52"
"466","Unusual nighttime hour","113.0","Health","Yoga Class","0.15","REJECTED","2026-05-10 05:20:29.333658","6"
"467","Unusual nighttime hour, not for automatic renewal","20.0","Subscriptions","ChatGPT Plus","0.1","CONFIRMED","2026-05-10 05:40:29.336193","84"
"468","Unusual nighttime hour","58.0","Clothes","Children's Clothing","0.15","REJECTED","2026-05-10 06:00:29.33819","17"
"469","Unusual nighttime hour","169.0","Health","Optician Visit","0.15","REJECTED","2026-05-10 06:20:29.34019","67"
"470","Unusual nighttime hour","18.9","Shopping","Amazon","0.15","CONFIRMED","2026-05-10 06:25:00","55"
"471","Unusual nighttime hour","102.0","Utilities","Cloud Storage (iCloud/Drive)","0.15","REJECTED","2026-05-10 06:40:29.342185","89"
"472","Anomaly amount; High-risk category (Cyber)","5207.0","Cyber","Crypto Exchange","1.0","REJECTED","2026-05-10 07:00:29.344236","15"
"473","Standard transaction","52.0","Food","Farmers Market","0.0","CONFIRMED","2026-05-10 07:20:29.347277","94"
"474","High amount","303.0","Utilities","Electricity Bill","0.3","REJECTED","2026-05-10 07:40:29.349286","23"
"475","Standard transaction","175.0","Entertainment","Gym Membership","0.0","CONFIRMED","2026-05-10 08:00:29.351286","89"
"476","Standard transaction","288.0","Utilities","Online Course Subscription","0.0","CONFIRMED","2026-05-10 08:20:29.353285","54"
"477","Standard transaction","475.0","Shopping","Apple Store","0.0","CONFIRMED","2026-05-10 08:40:29.355822","24"
"478","Standard transaction","9.99","Subscriptions","HBO Max","0.0","CONFIRMED","2026-05-10 09:00:29.357826","60"
"479","Standard transaction","10.99","Subscriptions","Spotify","0.0","CONFIRMED","2026-05-10 09:12:00","49"
"480","Standard transaction","10.99","Subscriptions","Spotify","0.0","CONFIRMED","2026-05-10 09:12:02","49"
"481","Standard transaction","10.99","Subscriptions","Spotify","0.0","CONFIRMED","2026-05-10 09:12:04","49"
"482","Standard transaction","10.99","Subscriptions","Spotify","0.0","CONFIRMED","2026-05-10 09:12:06","49"
"483","High velocity (5 trans. in < 3min)","10.99","Subscriptions","Spotify","0.6","REJECTED","2026-05-10 09:12:08","49"
"484","Suspicious keyword in non-cyber category","300.0","Travel","Anti-DDoS Bypass tool subscription","0.7","REJECTED","2026-05-10 09:10:00","54"
"485","Standard transaction","80.0","Beauty","Spa Treatment","0.0","CONFIRMED","2026-05-10 09:20:29.358827","48"
"486","Standard transaction","34.0","Entertainment","Museum Entry","0.0","CONFIRMED","2026-05-10 09:40:29.360967","6"
"487","Standard transaction","82.0","Beauty","Hair Salon","0.0","CONFIRMED","2026-05-10 10:00:29.363975","70"
"488","Standard transaction","178.0","Health","Dental Checkup","0.0","CONFIRMED","2026-05-10 10:20:29.366493","82"
"489","Standard transaction","34.99","Subscriptions","LinkedIn Premium","0.0","CONFIRMED","2026-05-10 10:40:29.367492","56"
"490","High amount","131.0","Clothes","Nike Store","0.25","CONFIRMED","2026-05-10 11:00:29.369493","49"
"491","Anomaly amount; High-risk category (Cyber)","2377.0","Cyber","DarkWeb Entry","1.0","REJECTED","2026-05-10 11:20:29.371507","23"
"492","Anomaly amount","689.0","Travel","Car Rental","0.5","REJECTED","2026-05-10 11:40:29.372507","81"
"493","Anomaly amount","162.0","Entertainment","Museum Entry","0.5","REJECTED","2026-05-10 12:00:29.373495","61"
"494","Standard transaction","119.0","Health","Therapy Session","0.0","CONFIRMED","2026-05-10 12:20:29.375019","30"
"495","Standard transaction","303.0","Shopping","Office Supplies","0.0","CONFIRMED","2026-05-10 12:40:29.377026","78"
"496","Standard transaction","17.99","Subscriptions","Netflix","0.0","CONFIRMED","2026-05-10 13:00:29.37903","2"
"497","Subscription price mismatch (expected $10.99)","109.9","Subscriptions","Apple Music","0.4","REJECTED","2026-05-10 13:10:00","92"
"498","Standard transaction","128.0","Utilities","Gas Bill","0.0","CONFIRMED","2026-05-10 13:20:29.38103","70"
"499","Standard transaction","58.0","Beauty","Lush Cosmetics","0.0","CONFIRMED","2026-05-10 13:40:29.383027","5"
"500","Anomaly amount","358.0","Clothes","Pull&Bear","0.5","CONFIRMED","2026-05-10 14:00:29.385538","61"
"501","Anomaly amount","762.0","Travel","Ryanair","0.5","CONFIRMED","2026-05-10 14:20:29.387922","52"
"502","High amount","539.0","Insurance","Travel Insurance","0.4","REJECTED","2026-05-10 14:40:29.388905","30"
"503","Anomaly amount; High-risk category (Cyber)","6214.0","Cyber","DarkWeb Entry","1.0","REJECTED","2026-05-10 15:00:29.390894","37"
"504","Anomaly amount; High-risk category (Cyber)","6392.0","Cyber","DarkWeb Entry","1.0","REJECTED","2026-05-10 15:20:29.391889","51"
"505","Standard transaction","36.0","Health","Vitamin Store","0.0","CONFIRMED","2026-05-10 15:40:29.393891","41"
"506","High amount; High-risk category (Cyber)","7300.0","Cyber","VPN Service","0.95","REJECTED","2026-05-10 16:00:29.39791","99"
"507","Standard transaction","78.0","Food","Business Lunch","0.0","CONFIRMED","2026-05-10 16:20:29.399912","29"
"508","Anomaly amount; High-risk category (Cyber)","3013.0","Cyber","VPN Service","1.0","REJECTED","2026-05-10 16:40:29.401908","14"
"509","Standard transaction","217.0","Health","Vitamin Store","0.0","REJECTED","2026-05-10 17:00:29.403912","57"
"510","Standard transaction","57.0","Entertainment","Gym Membership","0.0","CONFIRMED","2026-05-10 17:20:29.405437","5"
"511","Standard transaction","8.0","Transport","Bike Rental","0.0","CONFIRMED","2026-05-10 17:40:29.40744","10"
"512","High amount","217.0","Entertainment","Bowling Alley","0.3","REJECTED","2026-05-10 18:00:29.409443","10"
"513","High-risk category (Cyber)","2215.0","Cyber","DarkWeb Entry","0.7","REJECTED","2026-05-10 18:20:29.410441","99"
"514","Anomaly amount; High-risk category (Cyber)","2765.0","Cyber","VPN Service","1.0","REJECTED","2026-05-10 18:40:29.414862","93"
"515","Standard transaction","56.0","Food","Supermarket","0.0","CONFIRMED","2026-05-10 19:00:29.417392","64"
"516","Anomaly amount; High-risk category (Cyber)","1853.0","Cyber","DarkWeb Entry","1.0","REJECTED","2026-05-10 19:20:29.419392","27"
"517","High-risk category (Cyber)","5089.0","Cyber","DarkWeb Entry","0.7","REJECTED","2026-05-10 19:40:29.421392","99"
"518","Standard transaction","93.0","Insurance","Health Insurance","0.0","CONFIRMED","2026-05-10 20:00:29.423389","83"
"519","Standard transaction","123.0","Beauty","Lush Cosmetics","0.0","CONFIRMED","2026-05-10 20:20:29.425364","4"
"520","Standard transaction","81.0","Utilities","Software License","0.0","CONFIRMED","2026-05-10 20:40:29.427379","74"
"521","Standard transaction","10.99","Subscriptions","Apple Music","0.0","CONFIRMED","2026-05-10 21:00:29.43038","92"
"522","Standard transaction","169.0","Entertainment","Gym Membership","0.0","CONFIRMED","2026-05-10 21:20:29.433641","52"
"523","High amount","270.0","Shopping","Pet Shop Supplies","0.2","REJECTED","2026-05-10 21:40:29.43515","24"
"524","Unusual nighttime hour, not for automatic renewal","9.99","Subscriptions","HBO Max","0.1","CONFIRMED","2026-05-10 22:00:29.437196","44"
"525","Unusual nighttime hour","12.9","Beauty","Amazon","0.15","CONFIRMED","2026-05-10 22:07:00","32"
"526","Unusual nighttime hour","6.0","Transport","Electric Scooter Rental","0.15","CONFIRMED","2026-05-10 22:20:29.439192","77"
"527","Unusual nighttime hour","7.0","Transport","Airport Duty Free","0.15","CONFIRMED","2026-05-10 22:40:29.441194","85"
"528","Unusual nighttime hour","135.0","Travel","Ryanair","0.15","CONFIRMED","2026-05-10 23:00:29.443193","61"
"529","High amount; Unusual nighttime hour","341.0","Shopping","IKEA Furniture","0.4","REJECTED","2026-05-10 23:20:29.445701","7"
"530","Unusual nighttime hour","100.0","Food","Patisserie","0.15","REJECTED","2026-05-10 23:40:29.448721","21"
"531","Unusual nighttime hour, not for online shop","1297.0","Travel","Travel Agency Package","0.1","CONFIRMED","2026-05-11 00:00:29.450722","69"
"532","Anomaly amount; Unusual nighttime hour","180.0","Clothes","Zara","0.65","REJECTED","2026-05-11 00:20:29.45372","60"
"533","Unusual nighttime hour","22.9","Shopping","Amazon","0.15","CONFIRMED","2026-05-11 00:21:00","36"
"534","Unusual nighttime hour","326.0","Shopping","Apple Store","0.15","REJECTED","2026-05-11 00:40:29.456241","48"
"535","Unusual nighttime hour","349.0","Clothes","Children's Clothing","0.15","REJECTED","2026-05-11 01:00:29.458244","2"
"536","High-risk category (Cyber); Unusual nighttime hour","5209.0","Cyber","Crypto Exchange","0.85","REJECTED","2026-05-11 01:20:29.459236","99"
"537","Unusual nighttime hour","273.0","Utilities","Electricity Bill","0.15","REJECTED","2026-05-11 01:40:29.461242","98"
"538","High-risk category (Cyber); Unusual nighttime hour","5710.0","Cyber","VPN Service","0.85","REJECTED","2026-05-11 02:00:29.468264","99"
"539","Suspicious keyword in non-cyber category; Unusual nighttime hour","30.0","Beauty","SQL Injection Tutorial Premium","0.85","REJECTED","2026-05-11 02:10:00","6"
"540","Unusual nighttime hour","34.99","Subscriptions","LinkedIn Premium","0.15","REJECTED","2026-05-11 02:20:29.473266","83"
"541","Unusual nighttime hour","984.0","Travel","Car Rental","0.15","REJECTED","2026-05-11 02:40:29.475268","33"
"542","Unusual nighttime hour","165.0","Travel","Hotel Booking","0.15","REJECTED","2026-05-11 03:00:29.481808","90"
"543","Unusual nighttime hour","223.0","Insurance","Home Insurance","0.15","REJECTED","2026-05-11 03:20:29.483852","48"
"544","Unusual nighttime hour","30.0","Insurance","Health Insurance","0.15","REJECTED","2026-05-11 03:40:29.486955","84"
"545","New user with significant amount; High-risk category (Cyber); Unusual nighttime hour","1241.0","Cyber","VPN Service","1.0","REJECTED","2026-05-11 04:00:29.488965","71"
"546","Unusual nighttime hour","77.0","Health","Yoga Class","0.15","REJECTED","2026-05-11 04:20:29.490981","66"
"547","Anomaly amount; Unusual nighttime hour","502.0","Shopping","Pet Shop Supplies","0.65","REJECTED","2026-05-11 04:40:29.491978","79"
"548","High-risk category (Cyber); Unusual nighttime hour","2921.0","Cyber","VPN Service","0.85","REJECTED","2026-05-11 05:00:29.492979","99"
"549","Unusual nighttime hour","146.0","Health","Vitamin Store","0.15","REJECTED","2026-05-11 05:20:29.497497","37"
"550","Unusual nighttime hour","17.0","Entertainment","Golf Course Fee","0.15","REJECTED","2026-05-11 05:40:29.499516","84"
"551","Unusual nighttime hour","72.0","Entertainment","Escape Room","0.15","REJECTED","2026-05-11 06:00:29.501497","51"
"552","Unusual nighttime hour","99.0","Insurance","Home Insurance","0.15","REJECTED","2026-05-11 06:20:29.505009","39"
"553","High amount; Unusual nighttime hour","153.0","Health","Doctor Visit","0.4","REJECTED","2026-05-11 06:40:29.507019","60"
"554","Anomaly amount","587.0","Travel","Travel Agency Package","0.5","CONFIRMED","2026-05-11 07:00:29.509021","65"
"555","Standard transaction","237.0","Entertainment","PlayStation Store","0.0","CONFIRMED","2026-05-11 07:20:29.512892","79"
"556","Anomaly amount","556.0","Shopping","Toy Store","0.5","REJECTED","2026-05-11 07:40:29.516019","55"
"557","Standard transaction","63.5","Utilities","VPN Service","0.0","CONFIRMED","2026-05-11 07:53:00","84"
"558","Standard transaction","66.5","Utilities","VPN Service","0.0","CONFIRMED","2026-05-11 07:53:02","84"
"559","Standard transaction","69.5","Utilities","VPN Service","0.0","CONFIRMED","2026-05-11 07:53:04","84"
"560","Standard transaction","72.5","Utilities","VPN Service","0.0","CONFIRMED","2026-05-11 07:53:06","84"
"561","High velocity (5 trans. in < 3min)","52.5","Utilities","VPN Service","0.6","REJECTED","2026-05-11 07:53:08","84"
"562","Standard transaction","91.0","Food","Supermarket","0.0","CONFIRMED","2026-05-11 08:00:29.518425","78"
"563","High amount; High-risk category (Cyber)","8340.0","Cyber","DarkWeb Entry","0.95","REJECTED","2026-05-11 08:20:29.520795","99"
"564","High-risk category (Cyber)","3498.0","Cyber","DarkWeb Entry","0.7","REJECTED","2026-05-11 08:40:29.524866","99"
"565","Standard transaction","105.0","Shopping","IKEA Furniture","0.0","CONFIRMED","2026-05-11 09:00:29.526878","33"
"566","Standard transaction","23.0","Entertainment","Golf Course Fee","0.0","CONFIRMED","2026-05-11 09:20:29.53228","17"
"567","Standard transaction","10.99","Subscriptions","Apple Music","0.0","CONFIRMED","2026-05-11 09:40:29.534274","100"
"568","Anomaly amount; High-risk category (Cyber)","5209.0","Cyber","Crypto Exchange","1.0","REJECTED","2026-05-11 10:00:29.536627","73"
"569","Standard transaction","117.0","Entertainment","Amusement Park","0.0","CONFIRMED","2026-05-11 10:20:29.540634","20"
"570","Standard transaction","25.9","Utilities","Manual: SQL Injection Prevention","0.0","CONFIRMED","2026-05-11 10:25:00","65"
"571","Standard transaction","83.0","Health","Pharmacy","0.0","CONFIRMED","2026-05-11 10:40:29.542701","19"
"572","Anomaly amount; High-risk category (Cyber)","3527.0","Cyber","VPN Service","1.0","REJECTED","2026-05-11 11:00:29.54651","52"
"573","Standard transaction","4.99","Subscriptions","Amazon Prime","0.0","CONFIRMED","2026-05-11 11:20:29.548529","3"
"574","Standard transaction","15.0","Transport","Train Ticket","0.0","CONFIRMED","2026-05-11 11:40:29.551529","92"
"575","Standard transaction","177.0","Health","Vitamin Store","0.0","CONFIRMED","2026-05-12 11:48:33.446622","57"
"576","Suspicious keyword in non-cyber category","45.0","Shopping","Hacker Exploit Kit v2","0.7","REJECTED","2026-05-12 11:44:00","31"
"577","Standard transaction","519.0","Shopping","Home Decor","0.0","CONFIRMED","2026-05-12 11:48:38.441316","8"
"578","Standard transaction","25.0","Transport","Airport Duty Free","0.0","CONFIRMED","2026-05-12 11:48:43.444716","27"
"579","Standard transaction","27.0","Entertainment","PlayStation Store","0.0","CONFIRMED","2026-05-12 11:48:48.441586","82"
"580","High amount","199.0","Health","Massage Therapy","0.3","REJECTED","2026-05-12 11:48:53.443002","81"
"581","Standard transaction","348.0","Shopping","Toy Store","0.0","CONFIRMED","2026-05-12 11:48:58.44642","30"
"582","Anomaly amount; High-risk category (Cyber)","521.0","Cyber","Crypto Exchange","1.0","REJECTED","2026-05-12 11:49:03.439955","60"
"583","Standard transaction","12.0","Subscriptions","Online Newspaper","0.0","CONFIRMED","2026-05-12 11:49:08.436846","58"
"584","Standard transaction","80.0","Food","Gourmet Market","0.0","CONFIRMED","2026-05-12 11:49:13.435505","32"
"585","Standard transaction","52.0","Entertainment","Concert Ticket","0.0","CONFIRMED","2026-05-12 11:49:18.43893","63"
"586","Anomaly amount","535.0","Shopping","Pet Shop Supplies","0.5","REJECTED","2026-05-12 11:49:23.449408","34"
"587","Standard transaction","76.0","Entertainment","Concert Ticket","0.0","CONFIRMED","2026-05-12 11:49:28.439382","77"
"588","Anomaly amount","1209.0","Travel","Hotel Booking","0.5","CONFIRMED","2026-05-12 11:49:33.440393","68"
"589","Standard transaction","487.0","Travel","Travel Agency Package","0.0","CONFIRMED","2026-05-12 11:49:38.435036","6"
"590","Standard transaction","89.0","Clothes","H&M","0.0","CONFIRMED","2026-05-12 11:49:43.441888","7"
"591","Standard transaction","194.0","Utilities","VPN Service","0.0","CONFIRMED","2026-05-12 11:49:48.434795","8"
"592","Standard transaction","49.0","Entertainment","Cinema","0.0","CONFIRMED","2026-05-12 11:49:53.438474","81"
"593","High-risk category (Cyber)","5243.0","Cyber","VPN Service","0.7","REJECTED","2026-05-12 11:49:58.435417","99"
"594","Standard transaction","68.0","Beauty","Spa Treatment","0.0","CONFIRMED","2026-05-12 11:50:03.436486","57"
"595","Anomaly amount; High-risk category (Cyber)","8390.0","Cyber","Crypto Exchange","1.0","REJECTED","2026-05-12 11:50:08.441053","8"
"596","High amount","408.0","Clothes","Footwear Store","0.2","REJECTED","2026-05-12 11:50:13.445665","53"
"597","Standard transaction","1302.0","Travel","Hotel Booking","0.0","CONFIRMED","2026-05-12 11:50:18.444721","5"
"598","Standard transaction","113.0","Entertainment","Bowling Alley","0.0","REJECTED","2026-05-12 11:50:23.4428","72"
"599","Standard transaction","12.0","Subscriptions","Online Newspaper","0.0","CONFIRMED","2026-05-12 11:50:28.444881","7"
"600","Standard transaction","151.0","Insurance","Health Insurance","0.0","CONFIRMED","2026-05-12 11:50:33.441458","48"
"601","Standard transaction","10.99","Subscriptions","Apple Music","0.0","CONFIRMED","2026-05-12 11:50:38.440441","87"
"602","Standard transaction","153.0","Clothes","Pull&Bear","0.0","CONFIRMED","2026-05-12 11:50:43.445067","55"
"603","Standard transaction","150.0","Clothes","Luxury Fashion","0.0","CONFIRMED","2026-05-12 11:50:48.448386","94"
"604","Standard transaction","9.95","Subscriptions","Audible Subscription","0.0","CONFIRMED","2026-05-12 11:50:53.439385","16"
"605","Standard transaction","117.0","Health","Massage Therapy","0.0","CONFIRMED","2026-05-12 11:50:58.438632","28"
"606","Standard transaction","436.0","Travel","Travel Agency Package","0.0","CONFIRMED","2026-05-12 11:51:03.450174","2"
"607","Standard transaction","51.0","Health","Pharmacy","0.0","CONFIRMED","2026-05-12 11:51:08.440809","82"
"608","Standard transaction","34.99","Subscriptions","LinkedIn Premium","0.0","CONFIRMED","2026-05-12 11:51:13.445896","51"
"609","Standard transaction","167.0","Shopping","Electronics Store","0.0","CONFIRMED","2026-05-12 11:51:18.437845","8"
"610","Anomaly amount; High-risk category (Cyber)","1487.0","Cyber","DarkWeb Entry","1.0","REJECTED","2026-05-12 11:51:23.449785","68"
"611","Standard transaction","9.99","Subscriptions","HBO Max","0.0","CONFIRMED","2026-05-12 11:51:28.439764","79"
"612","Standard transaction","15.0","Transport","Uber","0.0","CONFIRMED","2026-05-12 11:51:33.448037","81"
"613","Standard transaction","143.0","Clothes","Sportswear Shop","0.0","CONFIRMED","2026-05-12 11:51:38.443938","30"
"614","High amount","110.0","Food","Starbucks","0.2","REJECTED","2026-05-12 11:51:43.43564","69"
"615","Standard transaction","16.0","Beauty","Amazon","0.0","CONFIRMED","2026-05-12 11:51:48.442843","89"
"616","Standard transaction","35.0","Transport","Electric Scooter Rental","0.0","CONFIRMED","2026-05-12 11:51:53.438059","72"
"617","Standard transaction","28.0","Entertainment","Steam","0.0","CONFIRMED","2026-05-12 11:51:58.446132","56"
"618","Standard transaction","291.0","Shopping","eBay Purchase","0.0","CONFIRMED","2026-05-12 11:52:03.447846","45"
"619","High amount","353.0","Shopping","eBay Purchase","0.3","REJECTED","2026-05-12 11:52:08.447767","4"
"620","Anomaly amount; High-risk category (Cyber)","4598.0","Cyber","VPN Service","1.0","REJECTED","2026-05-12 11:52:13.439546","93"
"621","High amount; High-risk category (Cyber)","4744.0","Cyber","VPN Service","0.95","REJECTED","2026-05-12 11:52:18.436048","5"
"622","Standard transaction","30.0","Transport","Airport Duty Free","0.0","CONFIRMED","2026-05-12 11:52:23.436616","55"
"623","Standard transaction","133.0","Utilities","Software License","0.0","CONFIRMED","2026-05-12 11:52:28.435628","88"
"624","Standard transaction","13.0","Beauty","Barber Shop","0.0","CONFIRMED","2026-05-12 11:52:33.44107","34"
"625","Standard transaction","10.99","Subscriptions","Apple Music","0.0","CONFIRMED","2026-05-12 11:52:38.436757","5"
"626","Standard transaction","92.0","Beauty","Hair Salon","0.0","CONFIRMED","2026-05-12 11:52:43.439451","36"
"627","Standard transaction","120.0","Health","Vitamin Store","0.0","CONFIRMED","2026-05-12 11:52:48.437635","42"
"628","Anomaly amount","1313.0","Travel","Ryanair","0.5","CONFIRMED","2026-05-12 11:52:53.445124","28"
"629","Standard transaction","48.0","Transport","Uber","0.0","CONFIRMED","2026-05-12 11:52:58.443894","95"
"630","High-risk category (Cyber)","7446.0","Cyber","DarkWeb Entry","0.7","REJECTED","2026-05-12 11:53:03.450383","99"
"631","Anomaly amount; High-risk category (Cyber)","3558.0","Cyber","VPN Service","1.0","REJECTED","2026-05-12 11:53:08.439867","38"
"632","Anomaly amount; High-risk category (Cyber)","2220.0","Cyber","Crypto Exchange","1.0","REJECTED","2026-05-12 11:53:13.445852","63"
"633","Standard transaction","10.99","Subscriptions","Spotify","0.0","CONFIRMED","2026-05-12 11:53:18.440671","84"
"634","Standard transaction","86.0","Utilities","Waste Tax","0.0","CONFIRMED","2026-05-12 11:53:23.447883","52"
"635","Anomaly amount; High-risk category (Cyber)","8427.0","Cyber","VPN Service","1.0","REJECTED","2026-05-12 11:53:28.434968","87"
"636","High amount","137.0","Beauty","Fragrance Store","0.25","CONFIRMED","2026-05-12 11:53:33.444573","92"
"637","Standard transaction","253.0","Shopping","Toy Store","0.0","CONFIRMED","2026-05-12 11:53:38.435043","35"
"638","Standard transaction","136.0","Shopping","Bookstore","0.0","CONFIRMED","2026-05-12 11:53:43.444434","97"
"639","Standard transaction","5.0","Transport","Luggage Storage","0.0","CONFIRMED","2026-05-12 11:53:48.435117","32"
"640","High-risk category (Cyber)","1210.0","Cyber","DarkWeb Entry","0.7","REJECTED","2026-05-12 11:53:53.439932","99"
"641","Standard transaction","25.0","Transport","Train Ticket","0.0","CONFIRMED","2026-05-12 11:53:58.440255","9"
"642","High amount","303.0","Utilities","Electricity Bill","0.4","REJECTED","2026-05-12 11:54:03.442802","71"
"643","High amount","251.0","Shopping","Electronics Store","0.25","CONFIRMED","2026-05-12 11:54:08.440601","40"
"644","Standard transaction","234.0","Shopping","Electronics Store","0.0","CONFIRMED","2026-05-12 11:54:13.441355","22"
"645","Standard transaction","12.0","Subscriptions","Online Newspaper","0.0","CONFIRMED","2026-05-12 11:54:18.44216","24"
"646","High amount; High-risk category (Cyber)","4916.0","Cyber","VPN Service","0.95","REJECTED","2026-05-12 11:54:23.444385","87"
"647","Standard transaction","36.0","Transport","Gas Station","0.0","CONFIRMED","2026-05-12 11:54:28.441507","19"
"648","High-risk category (Cyber)","8481.0","Cyber","DarkWeb Entry","0.7","REJECTED","2026-05-12 11:54:33.441037","99"
"649","High Amount","232.0","Health","Yoga Class","0.3","REJECTED","2026-05-12 11:54:38.436537","48"
"650","Anomaly amount; High-risk category (Cyber)","9195.0","Cyber","VPN Service","1.0","REJECTED","2026-05-12 11:54:49.335718","6"
"651","Anomaly amount; High-risk category (Cyber)","6418.0","Cyber","DarkWeb Entry","1.0","REJECTED","2026-05-12 12:03:57.382909","14"
"652","Standard transaction","87.0","Health","Personal Trainer Session","0.0","CONFIRMED","2026-05-12 12:16:52.00038","31"
"653","Subscription price mismatch (expected $17.99)","100.0","Subscriptions","Netflix","0.4","REJECTED","2026-05-12 12:20:00","7"
"654","Standard transaction","14.0","Transport","Electric Scooter Rental","0.0","CONFIRMED","2026-05-12 12:31:24.144166","13"
"655","Standard transaction","9.99","Subscriptions","HBO Max","0.0","CONFIRMED","2026-05-12 14:43:00","6"
"656","Standard transaction","9.99","Subscriptions","HBO Max","0.0","CONFIRMED","2026-05-12 14:43:02","6"
"657","Standard transaction","9.99","Subscriptions","HBO Max","0.0","CONFIRMED","2026-05-12 14:43:04","6"
"658","Standard transaction","9.99","Subscriptions","HBO Max","0.0","CONFIRMED","2026-05-12 14:43:06","6"
"659","High velocity (5 trans. in < 3min)","9.99","Subscriptions","HBO Max","0.6","REJECTED","2026-05-12 14:43:08","6"
"660","Standard transaction","10.99","Subscriptions","Apple Music","0.0","CONFIRMED","2026-05-12 15:13:07.4373","92"
"661","Standard transaction","29.9","Utilities","Book: How to stop a Hacker","0.0","CONFIRMED","2026-05-12 15:15:00","43"
"662","High-risk category (Cyber)","8232.0","Cyber","VPN Service","0.7","REJECTED","2026-05-12 15:16:00.656253","99"
"663","Anomaly amount; High-risk category (Cyber)","5022.0","Cyber","Crypto Exchange","1.0","REJECTED","2026-05-12 15:28:07.398379","57"
"664","High-risk category (Cyber)","1679.0","Cyber","DarkWeb Entry","0.7","REJECTED","2026-05-12 15:28:12.38361","99"
"665","Standard transaction","17.99","Subscriptions","Netflix","0.0","CONFIRMED","2026-05-12 15:28:17.387591","64"
"666","Standard transaction","26.0","Utilities","VPN Service","0.0","CONFIRMED","2026-05-12 15:28:22.384618","23"
"667","Anomaly amount; High-risk category (Cyber)","1064.0","Cyber","VPN Service","1.0","REJECTED","2026-05-12 15:28:27.386428","85"
"668","Standard transaction","140.0","Beauty","Sephora","0.0","CONFIRMED","2026-05-12 15:28:32.378972","38"
"669","Standard transaction","98.0","Food","Supermarket","0.0","CONFIRMED","2026-05-12 15:28:37.388785","98"
"670","Standard transaction","34.0","Food","Street Food Festival","0.0","CONFIRMED","2026-05-12 15:28:42.387967","38"
"671","Standard transaction","144.0","Shopping","Home Decor","0.0","CONFIRMED","2026-05-12 15:28:47.379043","70"
"672","Standard transaction","441.0","Shopping","eBay Purchase","0.0","CONFIRMED","2026-05-12 15:28:52.389418","58"
"673","High-risk category (Cyber)","2529.0","Cyber","DarkWeb Entry","0.7","REJECTED","2026-05-12 15:28:57.392142","99"
"674","High amount","182.0","Health","Massage Therapy","0.3","REJECTED","2026-05-12 15:29:02.389322","72"
"675","Standard transaction","40.0","Entertainment","PlayStation Store","0.0","CONFIRMED","2026-05-12 15:29:07.381683","79"
"676","Standard transaction","165.0","Shopping","Toy Store","0.0","CONFIRMED","2026-05-12 15:29:12.382916","24"
"677","High-risk category (Cyber)","3986.0","Cyber","VPN Service","0.7","REJECTED","2026-05-12 15:29:17.390556","99"
"678","Standard transaction","10.99","Subscriptions","Apple Music","0.0","CONFIRMED","2026-05-12 15:29:22.37684","46"
"679","Standard transaction","55.0","Food","Sushi Bar","0.0","CONFIRMED","2026-05-12 15:29:27.380959","60"
"680","Standard transaction","202.0","Clothes","Footwear Store","0.0","CONFIRMED","2026-05-12 15:29:32.386599","90"
"681","Standard transaction","8.99","Subscriptions","Disney+","0.0","CONFIRMED","2026-05-12 15:29:37.37582","94"
"682","Standard transaction","21.0","Food","Sushi Bar","0.0","CONFIRMED","2026-05-12 15:29:42.382969","29"
"683","Standard transaction","10.0","Transport","Electric Scooter Rental","0.0","CONFIRMED","2026-05-12 15:29:46.113851","31"
"684","Standard transaction","11.0","Transport","Highway Toll","0.0","CONFIRMED","2026-05-12 15:29:51.102369","36"
"685","Standard transaction","251.0","Clothes","Sportswear Shop","0.0","CONFIRMED","2026-05-12 15:29:56.10221","51"
"686","High amount; High-risk category (Cyber)","1987.0","Cyber","VPN Service","0.95","REJECTED","2026-05-12 15:30:01.112068","54"
"687","Standard transaction","58.0","Food","Supermarket","0.0","CONFIRMED","2026-05-12 15:30:06.103451","69"
"688","Standard transaction","69.0","Insurance","Travel Insurance","0.0","CONFIRMED","2026-05-12 15:30:11.110149","21"
"689","Anomaly amount; High-risk category (Cyber)","9724.0","Cyber","VPN Service","1.0","REJECTED","2026-05-12 15:30:16.107542","92"
"690","Standard transaction","239.0","Clothes","Sportswear Shop","0.0","CONFIRMED","2026-05-12 15:30:21.108937","51"
"691","Standard transaction","84.0","Entertainment","Escape Room","0.0","CONFIRMED","2026-05-12 15:30:26.110507","70"
